entity_group,score,word,start,end
Coreference,0.7359286,##hesis,16,21
Coreference,0.45610845,rachianes,36,45
Coreference,0.38706085,##thes,45,49
Coreference,0.87872875,h,61,62
Coreference,0.6385407,##yst,62,65
Coreference,0.5510086,##eros,65,69
Sign_symptom,0.8051964,##co,69,71
Coreference,0.51004344,##pie,71,74
Coreference,0.93295896,my,82,84
Coreference,0.6523932,##ome,84,87
Coreference,0.48637214,##ctomie,87,93
Lab_value,0.7373739,40,115,117
Coreference,0.28203192,ge,139,141
Coreference,0.8411785,an,186,188
Coreference,0.37840056,##hesis,191,196
Coreference,0.510891,injection,317,326
Medication,0.79813653,##phine,371,376
Dosage,0.938419,1mg,380,383
Dosage,0.83110285,0,389,390
Dosage,0.92069364,1,391,392
Coreference,0.6735093,in,399,401
Coreference,0.87438005,an,410,412
Coreference,0.76648366,##hesis,415,420
Medication,0.60012096,mor,446,449
Coreference,0.4586293,##phine,449,454
Coreference,0.9706556,an,471,473
Coreference,0.8320298,##est,473,476
Coreference,0.44447693,##hesis,476,481
Coreference,0.76576245,an,566,568
Coreference,0.4526829,mor,627,630
Medication,0.91989964,##phine,630,635
Dosage,0.97041595,10mg,639,643
Dosage,0.90861773,1 mg,655,659
Coreference,0.8586356,patient,665,672
Dosage,0.5758397,10,686,688
Lab_value,0.4624018,f,689,690
Coreference,0.7690626,dose,697,701
Dosage,0.8756458,1,714,715
Coreference,0.61520046,ss,964,966
Coreference,0.69538105,usc,1010,1013
