entity_group,score,word,start,end
Dosage,0.54925793,14,38,40
Detailed_description,0.34052178,an,41,43
Diagnostic_procedure,0.92850715,pe,46,48
Dosage,0.89844346,64 kg,53,58
Diagnostic_procedure,0.5837932,me,62,64
Detailed_description,0.30923113,##sur,64,67
Dosage,0.87702507,1,71,72
Lab_value,0.56301975,72 metre,73,81
Coreference,0.48466203,diagnostic,156,166
Coreference,0.6373843,osteosarcome,169,181
Biological_structure,0.9658595,femur,185,190
Detailed_description,0.62670255,distal,191,197
Coreference,0.8673309,meta,209,213
Coreference,0.4670971,##sta,213,216
Diagnostic_procedure,0.38260975,on,272,274
Coreference,0.34269065,##cology,274,280
Lab_value,0.75686014,##33,292,294
Detailed_description,0.8050402,map,341,344
Coreference,0.8249829,do,381,383
Lab_value,0.6780093,37,394,396
Dosage,0.8035608,5 mg / m2,397,404
Coreference,0.98536754,cis,433,436
Coreference,0.4617261,##platin,436,442
Dosage,0.70310724,60 mg / m2,455,463
Detailed_description,0.83368504,deux,477,481
Detailed_description,0.81861556,1,502,503
Coreference,0.3890821,##hot,524,527
Lab_value,0.85144264,12,546,548
Coreference,0.997233,do,609,611
Coreference,0.94566315,##or,612,614
Coreference,0.8128514,##ub,614,616
Dosage,0.6072368,5 mg / m2,637,644
Coreference,0.969874,cis,673,676
Coreference,0.6642207,##pl,676,678
Dosage,0.73173314,60 mg / m2 / dose,695,708
Detailed_description,0.92938167,pendant,709,716
Detailed_description,0.9474249,deux,717,721
Lab_value,0.77118343,12,780,782
Dosage,0.44622707,g /,783,785
Medication,0.92932093,ifosfamide,841,851
Lab_value,0.80049616,2,864,865
Lab_value,0.74040794,8,866,867
Dosage,0.5750792,g /,868,870
Lab_value,0.5497033,m2,870,872
Dosage,0.54310054,/,872,873
Dosage,0.7613231,100 mg / m2,922,931
Detailed_description,0.6476975,pendant,937,944
Detailed_description,0.8126817,24 et 32,974,982
Coreference,0.77915424,do,989,991
Coreference,0.66307336,##or,992,994
Coreference,0.7374939,##ub,994,996
Lab_value,0.558475,37,1014,1016
Dosage,0.8684219,", 5 mg / m2 / dose",1016,1029
Detailed_description,0.97883373,pendant,1030,1037
Detailed_description,0.7752249,jours,1043,1048
Coreference,0.37428388,if,1071,1073
Medication,0.7116937,##osfamide,1073,1081
Dosage,0.81046385,3 g / m2,1094,1100
Coreference,0.57612294,rash,1481,1485
Coreference,0.94121915,lend,1505,1509
